,Market_Segment,Vertical_Market,Region,Net_Price,buys_both
7885,SMB,Health Care,GEO_2,3.5947757343333335,1
7886,COMMERCIAL,Manufacturing,GEO_2,3.594675831,0
7887,COMMERCIAL,Financial Services,GEO_1,3.5946034296666665,1
7888,SMB,WholeSale/Distribution,GEO_2,3.5944572249999998,1
7889,PUBLIC SECTOR,Government,GEO_2,3.5943961763333334,1
7890,COMMERCIAL,Manufacturing,GEO_1,3.594236119,0
7891,COMMERCIAL,Manufacturing,GEO_2,3.594222235,0
7892,PUBLIC SECTOR,Health Care,GEO_1,3.5940767065,0
7893,ENTERPRISE,Energy/Utilities,GEO_2,3.593996073,0
7894,PUBLIC SECTOR,Government,GEO_2,3.59396351925,1
7895,SMB,Unknown,GEO_1,3.593832909,0
7896,SERVICE PROVIDER,Technical Services,GEO_2,3.593807261333333,1
7897,COMMERCIAL,Manufacturing,GEO_2,3.5937297063333333,1
7898,COMMERCIAL,Professional Services,GEO_2,3.5936925655,1
7899,SMB,Manufacturing,GEO_2,3.5936211019999997,1
7900,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5931811895,0
7901,SMB,Technical Services,GEO_2,3.593164732,1
7902,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5928965539999997,1
7903,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5928959975000003,1
7904,PUBLIC SECTOR,Government,GEO_2,3.5928959975000003,1
7905,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5928959975000003,1
7906,SMB,Financial Services,GEO_2,3.59285629,0
7907,COMMERCIAL,Technical Services,GEO_2,3.59285629,0
7908,COMMERCIAL,WholeSale/Distribution,GEO_1,3.5925883313333333,1
7909,SMB,Manufacturing,GEO_2,3.5925361126666666,1
7910,COMMERCIAL,Professional Services,GEO_2,3.5923365413333332,1
7911,COMMERCIAL,Financial Services,GEO_2,3.592216624142857,1
7912,COMMERCIAL,Financial Services,GEO_3,3.592025722,0
7913,COMMERCIAL,Financial Services,GEO_2,3.5919846125,1
7914,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.591845173333333,1
7915,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.591606067666666,1
7916,PUBLIC SECTOR,Technical Services,GEO_1,3.5912327614999997,0
7917,COMMERCIAL,Professional Services,GEO_2,3.591183411333333,0
7918,SERVICE PROVIDER,Professional Services,GEO_3,3.591111207,1
7919,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.590598131,0
7920,COMMERCIAL,Professional Services,GEO_2,3.590370618,0
7921,SMB,Health Care,GEO_2,3.5902880694999997,0
7922,ENTERPRISE,Manufacturing,GEO_2,3.590246363,0
7923,PUBLIC SECTOR,Government,GEO_1,3.590070146875,1
7924,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.590017927,1
7925,COMMERCIAL,Retail,GEO_2,3.589899473333333,1
7926,PUBLIC SECTOR,Government,GEO_2,3.589791647,1
7927,COMMERCIAL,Financial Services,GEO_1,3.589670225,0
7928,SMB,Manufacturing,GEO_3,3.589617373,0
7929,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.589455419,0
7930,ENTERPRISE,Financial Services,GEO_2,3.589406736,0
7931,COMMERCIAL,Transportation,GEO_1,3.5892683538,0
7932,COMMERCIAL,Professional Services,GEO_2,3.5890967214,1
7933,PUBLIC SECTOR,Government,GEO_1,3.588692504,0
7934,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5884725386666667,1
7935,COMMERCIAL,Professional Services,GEO_2,3.5879003331999995,1
7936,SMB,Financial Services,GEO_2,3.5877362464999996,0
7937,SMB,Financial Services,GEO_2,3.58759583425,1
7938,COMMERCIAL,Retail,GEO_2,3.5875953316666664,1
7939,COMMERCIAL,Technical Services,GEO_2,3.5875505385000004,0
7940,COMMERCIAL,Unknown,GEO_2,3.587474858,0
7941,PUBLIC SECTOR,Government,GEO_2,3.5872757486666664,1
7942,PUBLIC SECTOR,Government,GEO_2,3.587225768,0
7943,ENTERPRISE,Government,GEO_1,3.5871938768333336,1
7944,ENTERPRISE,Financial Services,GEO_1,3.587099357,1
7945,SMB,Professional Services,GEO_2,3.5870735204999997,1
7946,SMB,WholeSale/Distribution,GEO_2,3.586646676,1
7947,COMMERCIAL,Professional Services,GEO_2,3.5865910106000003,1
7948,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5862831773333332,1
7949,SMB,Health Care,GEO_2,3.5862831773333332,1
7950,COMMERCIAL,Technical Services,GEO_2,3.5862147925,0
7951,ENTERPRISE,Financial Services,GEO_2,3.586177193,0
7952,PUBLIC SECTOR,Professional Services,GEO_1,3.5861630989999997,0
7953,PUBLIC SECTOR,Education- Public/Private,GEO_3,3.586032153,0
7954,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5855867139999997,0
7955,COMMERCIAL,Manufacturing,GEO_2,3.585496238,1
7956,SERVICE PROVIDER,Service Provider,GEO_2,3.585458908,0
7957,PUBLIC SECTOR,Government,GEO_1,3.585317252,0
7958,SMB,Financial Services,GEO_1,3.585246348,0
7959,COMMERCIAL,Retail,GEO_3,3.585223469,1
7960,COMMERCIAL,WholeSale/Distribution,GEO_2,3.585210974,0
7961,COMMERCIAL,Technical Services,GEO_1,3.5851789207142852,1
7962,COMMERCIAL,Unknown,GEO_1,3.5850057769999997,0
7963,COMMERCIAL,Professional Services,GEO_2,3.5849574161333333,1
7964,COMMERCIAL,Financial Services,GEO_2,3.58416894625,1
7965,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5841350913333336,1
7966,COMMERCIAL,Manufacturing,GEO_3,3.5839745215999996,1
7967,ENTERPRISE,Health Care,GEO_2,3.5839347565,0
7968,COMMERCIAL,Manufacturing,GEO_1,3.58390517,0
7969,COMMERCIAL,Technical Services,GEO_2,3.5837773723333335,1
7970,COMMERCIAL,WholeSale/Distribution,GEO_2,3.58375898375,1
7971,PUBLIC SECTOR,Government,GEO_1,3.583186803,0
7972,COMMERCIAL,Professional Services,GEO_2,3.58318045075,1
7973,COMMERCIAL,Manufacturing,GEO_3,3.5831664684000004,0
7974,SMB,Technical Services,GEO_2,3.5829915047500003,1
7975,COMMERCIAL,Technical Services,GEO_2,3.582961413,0
7976,COMMERCIAL,Financial Services,GEO_1,3.582832766,0
7977,COMMERCIAL,Financial Services,GEO_2,3.582830711,0
7978,COMMERCIAL,WholeSale/Distribution,GEO_2,3.58282002,0
7979,SMB,Financial Services,GEO_2,3.58277,0
7980,COMMERCIAL,Professional Services,GEO_2,3.582626946,1
7981,COMMERCIAL,Energy/Utilities,GEO_2,3.58239588,0
7982,PUBLIC SECTOR,Professional Services,GEO_2,3.582297888,1
7983,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.582253779,0
7984,COMMERCIAL,Retail,GEO_1,3.5822451415,1
7985,PUBLIC SECTOR,Unknown,GEO_2,3.582081511,1
7986,PUBLIC SECTOR,Education- Public/Private,GEO_1,3.58190135625,1
7987,COMMERCIAL,Manufacturing,GEO_2,3.581867799,0
7988,PUBLIC SECTOR,Government,GEO_1,3.5817944500000003,0
7989,COMMERCIAL,Health Care,GEO_2,3.581499904,0
7990,COMMERCIAL,Financial Services,GEO_3,3.581379374,0
7991,COMMERCIAL,Media/Entertainment,GEO_3,3.5813405365,0
7992,ENTERPRISE,Financial Services,GEO_3,3.581255254,0
7993,SMB,WholeSale/Distribution,GEO_2,3.581148238,1
7994,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.581011144,0
7995,SMB,Unknown,GEO_1,3.580616401,0
7996,COMMERCIAL,Financial Services,GEO_2,3.579971423,0
7997,SMB,Manufacturing,GEO_1,3.579863829,0
7998,PUBLIC SECTOR,Government,GEO_2,3.579765190333333,1
7999,COMMERCIAL,Health Care,GEO_2,3.5796414103333336,1
8000,PUBLIC SECTOR,Government,GEO_2,3.579418405,1
8001,COMMERCIAL,Manufacturing,GEO_2,3.579403833,1
8002,COMMERCIAL,Financial Services,GEO_2,3.5793881864285715,1
8003,PUBLIC SECTOR,Government,GEO_1,3.579262876,0
8004,SMB,Manufacturing,GEO_3,3.579229981,0
8005,COMMERCIAL,WholeSale/Distribution,GEO_2,3.5792037541428567,1
8006,COMMERCIAL,Professional Services,GEO_2,3.5791635787500002,1
8007,PUBLIC SECTOR,Unknown,GEO_1,3.578833055,0
8008,PUBLIC SECTOR,Unknown,GEO_1,3.5787108133333336,1
8009,COMMERCIAL,Manufacturing,GEO_2,3.578693692875,1
8010,COMMERCIAL,Transportation,GEO_3,3.5786667873,1
8011,COMMERCIAL,Manufacturing,GEO_2,3.5785357466666667,1
8012,COMMERCIAL,Financial Services,GEO_1,3.5784383490000002,0
8013,SMB,Financial Services,GEO_3,3.578243177,0
8014,SMB,Professional Services,GEO_2,3.5782265960000004,1
8015,SMB,Financial Services,GEO_1,3.578001895,0
8016,SMB,Technical Services,GEO_1,3.578001895,0
8017,PUBLIC SECTOR,Unknown,GEO_1,3.577994694,1
8018,SMB,Professional Services,GEO_2,3.5778564675,1
8019,ENTERPRISE,Energy/Utilities,GEO_2,3.57764465,0
8020,COMMERCIAL,Financial Services,GEO_2,3.577565813,0
8021,COMMERCIAL,Hospitality/Hotels & Leisure,GEO_2,3.5775336351999996,0
8022,SMB,Professional Services,GEO_2,3.5774326206666665,1
8023,PUBLIC SECTOR,Government,GEO_1,3.577309726,0
8024,COMMERCIAL,Manufacturing,GEO_1,3.577273649,0
8025,COMMERCIAL,Unknown,GEO_2,3.577180062,0
8026,ENTERPRISE,Financial Services,GEO_2,3.5770874386000004,1
8027,COMMERCIAL,Financial Services,GEO_3,3.576948781,0
8028,PUBLIC SECTOR,Government,GEO_1,3.5769021929999996,0
8029,COMMERCIAL,Financial Services,GEO_2,3.57660371275,1
8030,COMMERCIAL,Manufacturing,GEO_3,3.5764997546666666,1
8031,SERVICE PROVIDER,Service Provider,GEO_1,3.576370643,0
8032,PUBLIC SECTOR,Government,GEO_2,3.5762713251999996,1
8033,SMB,Financial Services,GEO_2,3.576269405,0
8034,COMMERCIAL,Financial Services,GEO_1,3.576265789,0
8035,COMMERCIAL,Financial Services,GEO_2,3.5759794363333337,1
8036,SMB,Professional Services,GEO_2,3.575914838,0
8037,SMB,Education- Public/Private,GEO_1,3.5757004628000004,1
8038,PUBLIC SECTOR,Government,GEO_2,3.575646911,0
8039,PUBLIC SECTOR,Government,GEO_2,3.575646904,0
8040,COMMERCIAL,Transportation,GEO_1,3.575516183,1
8041,COMMERCIAL,Manufacturing,GEO_2,3.575284585,0
8042,COMMERCIAL,Manufacturing,GEO_1,3.5752320864,1
8043,SMB,Professional Services,GEO_2,3.5748560339999997,1
8044,ENTERPRISE,Transportation,GEO_2,3.574849734,0
8045,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.574607295,1
8046,COMMERCIAL,Energy/Utilities,GEO_2,3.574545077,0
8047,COMMERCIAL,Service Provider,GEO_2,3.574434652,0
8048,COMMERCIAL,Energy/Utilities,GEO_2,3.574037435333333,1
8049,COMMERCIAL,Health Care,GEO_2,3.574017694,0
8050,SMB,Media/Entertainment,GEO_2,3.573586543,0
8051,COMMERCIAL,Manufacturing,GEO_2,3.573468413,0
8052,PUBLIC SECTOR,Health Care,GEO_1,3.57346841,0
8053,ENTERPRISE,Financial Services,GEO_1,3.573267242,1
8054,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.573195332,0
8055,COMMERCIAL,Financial Services,GEO_3,3.573129763,0
8056,SMB,Technical Services,GEO_2,3.572900211,0
8057,COMMERCIAL,Unknown,GEO_2,3.5727995665,0
8058,COMMERCIAL,Professional Services,GEO_3,3.572746896142857,1
8059,PUBLIC SECTOR,Government,GEO_1,3.572732953666667,0
8060,COMMERCIAL,Professional Services,GEO_2,3.5726860373999996,1
8061,SMB,Technical Services,GEO_2,3.5725450107500003,1
8062,COMMERCIAL,Financial Services,GEO_2,3.572375056,0
8063,ENTERPRISE,Professional Services,GEO_1,3.5722442689999996,0
8064,COMMERCIAL,Financial Services,GEO_2,3.5722349386666665,1
8065,SMB,Manufacturing,GEO_2,3.5722090005,1
8066,PUBLIC SECTOR,Government,GEO_2,3.5721389864999997,0
8067,COMMERCIAL,Manufacturing,GEO_2,3.571998792,1
8068,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.571848995,1
8069,SMB,Service Provider,GEO_1,3.5718253859999995,0
8070,ENTERPRISE,Financial Services,GEO_3,3.5717782414999997,0
8071,ENTERPRISE,Retail,GEO_2,3.571331451,0
8072,PUBLIC SECTOR,Government,GEO_1,3.5712873082499996,0
8073,COMMERCIAL,Financial Services,GEO_3,3.571128921,0
8074,PUBLIC SECTOR,Retail,GEO_1,3.5710962646666666,1
8075,SMB,Retail,GEO_2,3.5707861355,0
8076,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.570424506,0
8077,COMMERCIAL,Technical Services,GEO_2,3.5703354774999996,1
8078,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.570249877666667,1
8079,COMMERCIAL,Professional Services,GEO_2,3.569765411,0
8080,SMB,Technical Services,GEO_2,3.569672313,1
8081,PUBLIC SECTOR,Government,GEO_2,3.5696246604999997,0
8082,PUBLIC SECTOR,Health Care,GEO_3,3.569545718,0
8083,COMMERCIAL,Technical Services,GEO_3,3.569467055,1
8084,SMB,Financial Services,GEO_2,3.5691777824999997,1
8085,SMB,Professional Services,GEO_2,3.569078387,0
8086,SMB,Technical Services,GEO_2,3.569078376,0
8087,ENTERPRISE,Financial Services,GEO_3,3.5687011466666667,1
8088,COMMERCIAL,Retail,GEO_3,3.5685976449999997,1
8089,COMMERCIAL,Manufacturing,GEO_2,3.568581947,0
8090,PUBLIC SECTOR,Energy/Utilities,GEO_2,3.568504413,0
8091,COMMERCIAL,Financial Services,GEO_2,3.5683625579999996,1
8092,SMB,Technical Services,GEO_2,3.5683524650000003,1
8093,PUBLIC SECTOR,Transportation,GEO_2,3.5680842195,1
8094,ENTERPRISE,Professional Services,GEO_2,3.567826439,0
8095,COMMERCIAL,Energy/Utilities,GEO_2,3.5678235000000003,0
8096,COMMERCIAL,WholeSale/Distribution,GEO_1,3.567719488,0
8097,COMMERCIAL,Technical Services,GEO_3,3.567616193,0
8098,COMMERCIAL,WholeSale/Distribution,GEO_2,3.5674231909999996,0
8099,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5673451236000004,1
8100,COMMERCIAL,Professional Services,GEO_2,3.567201142,1
8101,PUBLIC SECTOR,Government,GEO_2,3.567132643,0
8102,COMMERCIAL,Professional Services,GEO_2,3.5670819973333336,1
8103,PUBLIC SECTOR,Government,GEO_2,3.5669037926666665,1
8104,COMMERCIAL,Technical Services,GEO_2,3.5667667173333335,1
8105,COMMERCIAL,Financial Services,GEO_1,3.5667001443333333,1
8106,COMMERCIAL,Manufacturing,GEO_2,3.5666492319,1
8107,PUBLIC SECTOR,Unknown,GEO_1,3.566588978375,1
8108,PUBLIC SECTOR,Government,GEO_1,3.56643496,1
8109,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.56631933,0
8110,COMMERCIAL,Professional Services,GEO_2,3.56631933,0
8111,SMB,Health Care,GEO_2,3.566208311,0
8112,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.566100961,0
8113,SMB,Professional Services,GEO_2,3.566100961,0
8114,PUBLIC SECTOR,Government,GEO_2,3.566100961,0
8115,SMB,Professional Services,GEO_2,3.5658704887500003,1
8116,SMB,Hospitality/Hotels & Leisure,GEO_2,3.565631483666666,1
8117,SMB,Technical Services,GEO_1,3.565576714,1
8118,COMMERCIAL,Manufacturing,GEO_2,3.56528261075,1
8119,SMB,Service Provider,GEO_2,3.56508909,0
8120,COMMERCIAL,Retail,GEO_2,3.5650697915,1
8121,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5650656045,1
8122,COMMERCIAL,Professional Services,GEO_2,3.56482926,0
8123,SMB,Media/Entertainment,GEO_2,3.5647299599999998,1
8124,COMMERCIAL,Media/Entertainment,GEO_2,3.564645368,0
8125,ENTERPRISE,Retail,GEO_3,3.5646178115,1
8126,PUBLIC SECTOR,Professional Services,GEO_2,3.5644842355,0
8127,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5644075298000004,1
8128,COMMERCIAL,Manufacturing,GEO_2,3.5643389026666665,1
8129,COMMERCIAL,Technical Services,GEO_3,3.5640197645,0
8130,COMMERCIAL,Professional Services,GEO_1,3.563620854,0
8131,COMMERCIAL,Unknown,GEO_2,3.56328857975,1
8132,ENTERPRISE,Technical Services,GEO_3,3.5631788046666664,0
8133,ENTERPRISE,Retail,GEO_1,3.563144034,0
8134,PUBLIC SECTOR,Health Care,GEO_2,3.5628694155,0
8135,PUBLIC SECTOR,Government,GEO_2,3.5628221775,1
8136,PUBLIC SECTOR,Professional Services,GEO_1,3.56275539,0
8137,SMB,Technical Services,GEO_2,3.5626830700000003,1
8138,COMMERCIAL,Retail,GEO_2,3.562636773,0
8139,COMMERCIAL,Retail,GEO_2,3.5626288506666666,1
8140,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.562409078,0
8141,COMMERCIAL,Manufacturing,GEO_1,3.562409078,0
8142,COMMERCIAL,Financial Services,GEO_2,3.5623088588181817,0
8143,COMMERCIAL,Unknown,GEO_3,3.5622644505,1
8144,PUBLIC SECTOR,Professional Services,GEO_1,3.561565193,1
8145,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5613188995,0
8146,PUBLIC SECTOR,Government,GEO_2,3.561241399,1
8147,PUBLIC SECTOR,Unknown,GEO_2,3.5609369125,1
8148,COMMERCIAL,Government,GEO_3,3.560912995,0
8149,COMMERCIAL,Professional Services,GEO_2,3.5608995665,0
8150,COMMERCIAL,Manufacturing,GEO_2,3.560884977666667,1
8151,COMMERCIAL,Financial Services,GEO_1,3.560871795,0
8152,PUBLIC SECTOR,Government,GEO_2,3.56068378525,0
8153,COMMERCIAL,Financial Services,GEO_2,3.560624425,0
8154,PUBLIC SECTOR,Transportation,GEO_2,3.560477706,1
8155,SMB,Technical Services,GEO_2,3.560442327666667,1
8156,COMMERCIAL,Professional Services,GEO_3,3.560381685,0
8157,SMB,Service Provider,GEO_1,3.5603058293333327,0
8158,PUBLIC SECTOR,Professional Services,GEO_2,3.5602724479999996,1
8159,COMMERCIAL,Financial Services,GEO_3,3.5602630086666665,0
8160,COMMERCIAL,Technical Services,GEO_2,3.560253105,0
8161,COMMERCIAL,Retail,GEO_1,3.55999405875,1
8162,ENTERPRISE,Government,GEO_1,3.559923545,0
8163,SMB,Financial Services,GEO_3,3.5597988275,0
8164,PUBLIC SECTOR,Government,GEO_1,3.5596351505,0
8165,COMMERCIAL,Financial Services,GEO_1,3.5596337819999997,1
8166,COMMERCIAL,Technical Services,GEO_3,3.559542006,1
8167,COMMERCIAL,Media/Entertainment,GEO_1,3.559527687,1
8168,COMMERCIAL,Technical Services,GEO_3,3.559261366,0
8169,PUBLIC SECTOR,Retail,GEO_2,3.559084204,1
8170,PUBLIC SECTOR,Health Care,GEO_2,3.559084204,1
8171,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5590829576666665,1
8172,SMB,Health Care,GEO_2,3.5590829576666665,1
8173,ENTERPRISE,Technical Services,GEO_3,3.558616272,0
8174,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5584573653333336,1
8175,COMMERCIAL,Manufacturing,GEO_3,3.5583840966666664,1
8176,COMMERCIAL,Health Care,GEO_2,3.5582194499999997,1
8177,SMB,Technical Services,GEO_2,3.558183853333334,1
8178,SMB,Professional Services,GEO_2,3.5579888779999997,0
8179,ENTERPRISE,Manufacturing,GEO_1,3.557931643,0
8180,COMMERCIAL,Health Care,GEO_2,3.557814781,0
8181,COMMERCIAL,Transportation,GEO_2,3.5575495836666664,1
8182,COMMERCIAL,Financial Services,GEO_2,3.5575400792,1
8183,COMMERCIAL,Education- Public/Private,GEO_2,3.557484637,0
8184,ENTERPRISE,Media/Entertainment,GEO_1,3.557334691,1
8185,SMB,Manufacturing,GEO_2,3.557157714,0
8186,COMMERCIAL,Manufacturing,GEO_2,3.5570988835,0
8187,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.557074562,0
8188,SMB,Financial Services,GEO_1,3.5570541789999996,0
8189,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5568883785,1
8190,SMB,Professional Services,GEO_2,3.5568883785,1
8191,PUBLIC SECTOR,Media/Entertainment,GEO_2,3.5568883785,1
8192,SMB,Unknown,GEO_2,3.5568874345,1
8193,PUBLIC SECTOR,Government,GEO_2,3.5567359026666665,0
8194,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.556480717,0
8195,PUBLIC SECTOR,Unknown,GEO_2,3.555903624,0
8196,PUBLIC SECTOR,Government,GEO_3,3.555889861,0
8197,SERVICE PROVIDER,Service Provider,GEO_2,3.555635846,0
8198,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.555635846,0
8199,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.555635846,0
8200,ENTERPRISE,Financial Services,GEO_2,3.555635846,0
8201,PUBLIC SECTOR,Retail,GEO_2,3.555635846,0
8202,PUBLIC SECTOR,Government,GEO_3,3.555635846,0
8203,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.555635846,0
8204,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.555635846,0
8205,SERVICE PROVIDER,Media/Entertainment,GEO_2,3.5554398435,0
8206,COMMERCIAL,Retail,GEO_2,3.5553130257500003,1
8207,COMMERCIAL,Financial Services,GEO_3,3.555282814,0
8208,COMMERCIAL,WholeSale/Distribution,GEO_2,3.5551768944999997,1
8209,SMB,Financial Services,GEO_2,3.5551372563333334,1
8210,COMMERCIAL,Professional Services,GEO_2,3.554914693,0
8211,COMMERCIAL,Financial Services,GEO_1,3.5548300806666666,1
8212,COMMERCIAL,Health Care,GEO_2,3.5547171559999997,1
8213,SERVICE PROVIDER,Professional Services,GEO_2,3.554329303,0
8214,COMMERCIAL,Financial Services,GEO_1,3.554161019,1
8215,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.5539672975,1
8216,ENTERPRISE,Financial Services,GEO_2,3.553774943,0
8217,SMB,Unknown,GEO_2,3.55366196,0
8218,COMMERCIAL,Financial Services,GEO_2,3.553613597,0
8219,PUBLIC SECTOR,Technical Services,GEO_1,3.5532633055000007,1
8220,COMMERCIAL,Professional Services,GEO_2,3.553191699,1
8221,PUBLIC SECTOR,Government,GEO_2,3.55311003,0
8222,COMMERCIAL,Manufacturing,GEO_3,3.553033952,0
8223,COMMERCIAL,Retail,GEO_2,3.5529861186666665,1
8224,PUBLIC SECTOR,Health Care,GEO_2,3.5528357845,1
8225,COMMERCIAL,Professional Services,GEO_2,3.552761414666667,1
8226,PUBLIC SECTOR,Unknown,GEO_1,3.5524976355,0
8227,COMMERCIAL,Manufacturing,GEO_3,3.552224522,0
8228,SERVICE PROVIDER,Financial Services,GEO_2,3.5518916074444444,1
8229,COMMERCIAL,Financial Services,GEO_2,3.5517468080000003,1
8230,SMB,Manufacturing,GEO_2,3.551716186666667,1
8231,SMB,Professional Services,GEO_1,3.551627845,0
8232,COMMERCIAL,Retail,GEO_2,3.5513948946666667,1
8233,COMMERCIAL,Professional Services,GEO_3,3.5512111094999996,1
8234,COMMERCIAL,Retail,GEO_2,3.551160189333333,1
8235,OTHER,Government,GEO_2,3.551061005,0
8236,COMMERCIAL,Professional Services,GEO_2,3.5510544386666667,1
8237,PUBLIC SECTOR,Government,GEO_2,3.550772619,1
8238,SMB,Technical Services,GEO_2,3.5503633949999998,0
8239,COMMERCIAL,Retail,GEO_2,3.550359091,0
8240,COMMERCIAL,Retail,GEO_1,3.550350390333333,1
8241,SMB,Technical Services,GEO_1,3.550298869,1
8242,COMMERCIAL,Unknown,GEO_2,3.5502970804,0
8243,PUBLIC SECTOR,Professional Services,GEO_2,3.550246312,1
8244,COMMERCIAL,Financial Services,GEO_2,3.549568999,1
8245,PUBLIC SECTOR,Energy/Utilities,GEO_1,3.549105868,1
8246,PUBLIC SECTOR,Government,GEO_1,3.549105868,0
8247,COMMERCIAL,Financial Services,GEO_1,3.549025019,0
8248,SMB,WholeSale/Distribution,GEO_1,3.548755397,0
8249,COMMERCIAL,Manufacturing,GEO_2,3.548737087333333,1
8250,PUBLIC SECTOR,Government,GEO_2,3.5487315806666664,0
8251,SMB,Financial Services,GEO_2,3.5486912664,0
8252,SMB,Unknown,GEO_3,3.548682788,0
8253,PUBLIC SECTOR,Professional Services,GEO_1,3.54857042,0
8254,COMMERCIAL,Financial Services,GEO_1,3.548396932,0
8255,COMMERCIAL,Manufacturing,GEO_2,3.5482545100000005,1
8256,COMMERCIAL,Financial Services,GEO_1,3.5475006430000002,0
8257,COMMERCIAL,Retail,GEO_1,3.5474534853333335,1
8258,SMB,WholeSale/Distribution,GEO_2,3.5471879117999996,1
8259,COMMERCIAL,Technical Services,GEO_1,3.546927178666666,1
8260,PUBLIC SECTOR,Professional Services,GEO_2,3.546774992,1
8261,PUBLIC SECTOR,Government,GEO_3,3.5466435618,0
8262,SMB,Retail,GEO_2,3.5466233295,0
8263,ENTERPRISE,Financial Services,GEO_1,3.546406515,0
8264,ENTERPRISE,Professional Services,GEO_2,3.546340968875,0
8265,COMMERCIAL,Manufacturing,GEO_2,3.5463312146666666,0
8266,ENTERPRISE,Professional Services,GEO_1,3.5462017340000003,0
8267,SMB,Professional Services,GEO_2,3.546191768,1
8268,COMMERCIAL,Energy/Utilities,GEO_2,3.546191768,1
8269,ENTERPRISE,Transportation,GEO_2,3.546061846,0
8270,COMMERCIAL,Financial Services,GEO_1,3.545937127666667,1
8271,COMMERCIAL,Financial Services,GEO_1,3.545937127666667,1
8272,SMB,Unknown,GEO_2,3.5459342525,1
8273,COMMERCIAL,Unknown,GEO_2,3.545797901,0
8274,COMMERCIAL,Transportation,GEO_2,3.5457741376666667,1
8275,PUBLIC SECTOR,Government,GEO_1,3.5457367535,0
8276,COMMERCIAL,Education- Public/Private,GEO_2,3.545725815333333,1
8277,COMMERCIAL,Professional Services,GEO_1,3.545707983,0
8278,SMB,Technical Services,GEO_2,3.545698335,0
8279,PUBLIC SECTOR,Professional Services,GEO_2,3.5456428829999997,1
8280,PUBLIC SECTOR,Media/Entertainment,GEO_2,3.545595304,1
8281,SMB,Financial Services,GEO_2,3.545565096,0
8282,SMB,Professional Services,GEO_3,3.5455029959999997,1
8283,COMMERCIAL,Government,GEO_3,3.54538417275,1
8284,PUBLIC SECTOR,Government,GEO_2,3.545266136,0
8285,PUBLIC SECTOR,Government,GEO_2,3.545266136,0
8286,COMMERCIAL,Financial Services,GEO_2,3.545266136,0
8287,PUBLIC SECTOR,Unknown,GEO_1,3.545266136,0
8288,SMB,Manufacturing,GEO_2,3.545266136,0
8289,PUBLIC SECTOR,Government,GEO_2,3.545266136,0
8290,COMMERCIAL,Manufacturing,GEO_2,3.545266136,0
8291,COMMERCIAL,Professional Services,GEO_2,3.545266136,0
8292,PUBLIC SECTOR,Professional Services,GEO_2,3.545266136,0
8293,SMB,Retail,GEO_2,3.545266136,0
8294,COMMERCIAL,Professional Services,GEO_2,3.545266136,0
8295,SMB,Financial Services,GEO_2,3.545266136,0
8296,SERVICE PROVIDER,Manufacturing,GEO_3,3.545266136,0
8297,PUBLIC SECTOR,Transportation,GEO_2,3.545266136,0
8298,SMB,Government,GEO_2,3.545266136,0
8299,PUBLIC SECTOR,Health Care,GEO_1,3.545266136,0
8300,COMMERCIAL,Transportation,GEO_2,3.545266136,0
8301,SMB,Health Care,GEO_2,3.545266136,0
8302,ENTERPRISE,Manufacturing,GEO_2,3.545243863,1
8303,COMMERCIAL,Financial Services,GEO_1,3.5452019144999998,0
8304,COMMERCIAL,Financial Services,GEO_2,3.545191045,0
